id;aircraft;flight_date;damage;airline;state;phase_of_flight;reported_date;bird_size;cost;feet_above_ground
250;Airplane;2000-02-06;No damage;EXPRESSJET (CONTINENTAL EXPRS);Texas;Approach;;;0;700
251;Airplane;2000-02-06;No damage;AMERICA WEST AIRLINES;Ohio;Approach;;Small;0;10
252;;2000-02-06;No damage;UNKNOWN;New Hampshire;;2000-02-06;Small;0;
253;;2000-02-06;No damage;UNKNOWN;DC;;2000-02-14;Large;0;
254;;2000-02-06;No damage;UNKNOWN;Oregon;;2000-03-07;;0;
255;Airplane;2000-02-06;No damage;MILITARY;Arkansas;Approach;2001-07-16;Small;0;200
256;Airplane;2000-02-07;No damage;DELTA AIR LINES;California;Approach;;;0;150
257;Airplane;2000-02-07;No damage;UNITED AIRLINES;Arizona;Take-off run;;Medium;0;0
258;Airplane;2000-02-07;No damage;UNITED AIRLINES;;Take-off run;;Small;0;0
259;Airplane;2000-02-07;No damage;AIR CANADA;New York;Approach;;Medium;0;
260;;2000-02-07;No damage;UNKNOWN;California;;;;0;
261;Airplane;2000-02-07;Caused damage;FEDEX EXPRESS;;Climb;;Small;4101844;250
262;;2000-02-07;No damage;UNKNOWN;Florida;;2000-02-07;;0;
263;;2000-02-07;No damage;UNKNOWN;Ohio;;2000-03-29;Large;0;
264;Airplane;2000-02-07;No damage;AMERICAN EAGLE AIRLINES;Puerto Rico;Climb;2000-05-01;Medium;0;400
265;Airplane;2000-02-07;No damage;MILITARY;Colorado;;2002-01-16;Small;0;
266;Airplane;2000-02-08;No damage;SOUTHWEST AIRLINES;Texas;Climb;;Medium;0;150
267;Airplane;2000-02-08;No damage;EXPRESSJET (CONTINENTAL EXPRS);New Hampshire;Landing Roll;;Small;0;0
268;Airplane;2000-02-08;No damage;ALOHA AIRLINES;Hawaii;Landing Roll;;Small;0;0
269;Airplane;2000-02-08;No damage;AMERICAN EAGLE AIRLINES;Texas;Climb;;Medium;0;4000
270;Airplane;2000-02-08;No damage;UNITED AIRLINES;;;;Medium;0;
271;Airplane;2000-02-08;No damage;BUSINESS;Washington;Climb;;Medium;0;
272;Airplane;2000-02-08;Caused damage;SOUTHWEST AIRLINES;California;Climb;;;0;400
273;Airplane;2000-02-08;No damage;DELTA AIR LINES;Florida;Climb;2000-02-08;Medium;0;300
274;;2000-02-08;No damage;UNKNOWN;Florida;;2000-02-08;;0;
275;Airplane;2000-02-08;No damage;MILITARY;Texas;Climb;2000-12-11;Medium;0;1500
276;Airplane;2000-02-08;No damage;MILITARY;Indiana;;2002-01-15;Small;0;
277;Airplane;2000-02-09;No damage;TRANS WORLD AIRLINES;Illinois;Approach;;;0;400
278;Airplane;2000-02-09;No damage;SOUTHWEST AIRLINES;Tennessee;Approach;;Small;0;100
279;Airplane;2000-02-09;No damage;FEDEX EXPRESS;Tennessee;Approach;;Small;0;500
280;Airplane;2000-02-09;No damage;BUSINESS;California;Approach;;Small;0;10
281;Airplane;2000-02-09;No damage;DELTA AIR LINES;Tennessee;Climb;;;0;1500
282;Airplane;2000-02-09;No damage;UNITED AIRLINES;New York;Approach;;Medium;0;
283;;2000-02-09;No damage;UNKNOWN;New York;;;Medium;0;
284;Airplane;2000-02-09;No damage;DELTA AIR LINES;Georgia;Approach;2000-02-09;;0;10
285;Airplane;2000-02-09;No damage;US AIRWAYS*;Pennsylvania;Approach;2000-02-09;;0;38
286;Airplane;2000-02-09;No damage;COMAIR AIRLINES;Kentucky;Climb;2000-02-09;Medium;0;30
287;Airplane;2000-02-10;Caused damage;ALOHA AIRLINES;Hawaii;Take-off run;;Medium;0;0
288;Airplane;2000-02-10;No damage;AIR TRANSAT;Florida;Climb;2000-02-10;Small;0;20
289;Airplane;2000-02-10;Caused damage;MILITARY;Texas;Approach;2000-04-12;Small;29424;2081
290;Airplane;2000-02-10;No damage;MILITARY;Mississippi;Take-off run;2001-02-01;Medium;0;0
291;Airplane;2000-02-11;No damage;HAWAIIAN AIR;Hawaii;Take-off run;;Small;0;0
292;;2000-02-11;No damage;UNKNOWN;Colorado;;;Medium;0;
293;;2000-02-11;No damage;UNKNOWN;New Jersey;;;Large;0;
294;Airplane;2000-02-11;No damage;DELTA AIR LINES;DC;Climb;2000-02-11;;0;1000
295;Airplane;2000-02-11;Caused damage;AMERICAN AIRLINES;Texas;Climb;2000-02-12;Large;0;800
296;;2000-02-11;No damage;UNKNOWN;California;;2000-02-14;Small;0;
297;Airplane;2000-02-12;No damage;WESTAIR;California;Taxi;;Medium;0;0
298;Airplane;2000-02-12;Caused damage;UNITED AIRLINES;Hawaii;Landing Roll;;Medium;0;0
299;Airplane;2000-02-12;Caused damage;BRITISH AIRWAYS;New York;Climb;;Medium;0;2500
300;Airplane;2000-02-12;No damage;COMAIR AIRLINES;Florida;Approach;2000-02-12;Medium;0;300
301;Airplane;2000-02-12;No damage;US AIRWAYS*;Maryland;Take-off run;2000-02-12;Medium;0;0
302;Airplane;2000-02-12;No damage;AMERICA WEST AIRLINES;Arizona;Landing Roll;2000-02-12;Small;0;0
303;Airplane;2000-02-12;No damage;US AIRWAYS*;Tennessee;Climb;2000-02-12;Small;0;100
304;Airplane;2000-02-12;Caused damage;BUSINESS;Louisiana;En Route;2000-02-12;Large;5545;2000
305;Airplane;2000-02-13;No damage;UNITED AIRLINES;;;;Medium;0;
306;Airplane;2000-02-13;No damage;UNITED AIRLINES;;Approach;;Medium;0;
307;;2000-02-13;Caused damage;UNKNOWN;Ohio;;;Large;10691;
308;Airplane;2000-02-13;No damage;AMERICAN AIRLINES;Texas;Climb;2000-02-13;Medium;0;200
309;Airplane;2000-02-13;No damage;AMERICAN EAGLE AIRLINES;Oklahoma;Approach;2000-02-13;Small;0;10
310;Airplane;2000-02-13;No damage;AMERICAN AIRLINES;Nebraska;Landing Roll;2000-02-13;Small;0;0
311;Airplane;2000-02-13;Caused damage;BUSINESS;Florida;Approach;2000-02-14;;21;200
312;Airplane;2000-02-14;No damage;US AIRWAYS*;Pennsylvania;Climb;;Small;0;100
313;Airplane;2000-02-14;No damage;SOUTHWEST AIRLINES;California;Climb;;Large;0;400
314;Airplane;2000-02-14;No damage;UNITED AIRLINES;Puerto Rico;Take-off run;;Small;0;0
315;;2000-02-14;No damage;UNKNOWN;Georgia;Landing Roll;;Medium;0;0
316;Airplane;2000-02-14;Caused damage;UNITED AIRLINES;California;Landing Roll;;Small;0;0
317;Airplane;2000-02-14;No damage;AMERICAN EAGLE AIRLINES;Louisiana;Take-off run;2000-02-14;;0;0
318;Airplane;2000-02-14;No damage;MILITARY;Arizona;Landing Roll;2001-02-26;Medium;0;0
319;Airplane;2000-02-15;No damage;US AIRWAYS*;Florida;Take-off run;;Medium;0;0
320;Airplane;2000-02-15;No damage;UNITED AIRLINES;Colorado;Landing Roll;;Medium;0;0
321;Airplane;2000-02-15;No damage;NORTHWEST AIRLINES;;;;Medium;0;
322;Airplane;2000-02-15;No damage;UNITED AIRLINES;;;;Medium;0;
323;Airplane;2000-02-15;No damage;UNITED AIRLINES;;;;Medium;0;
324;Airplane;2000-02-15;No damage;US AIRWAYS*;DC;Landing Roll;2000-02-15;Medium;0;0
325;;2000-02-15;No damage;UNKNOWN;California;;2000-02-15;Large;0;
326;Airplane;2000-02-15;Caused damage;AMERICAN AIRLINES;Texas;Approach;2000-02-15;;0;200
327;Airplane;2000-02-15;No damage;MILITARY;Texas;Approach;2002-02-13;Medium;0;10
328;Airplane;2000-02-16;No damage;BUSINESS;Washington;Approach;;Medium;0;34
329;Airplane;2000-02-16;No damage;UNITED AIRLINES;;Take-off run;;Small;0;0
330;;2000-02-16;No damage;UNKNOWN;Illinois;;;Medium;0;
331;;2000-02-16;No damage;UNKNOWN;New York;;;Small;0;
332;Airplane;2000-02-16;Caused damage;PRIVATELY OWNED;California;Climb;;Large;0;3
333;Airplane;2000-02-17;No damage;UNITED AIRLINES;;Take-off run;;Medium;0;0
334;Airplane;2000-02-17;No damage;SOUTHWEST AIRLINES;California;Take-off run;;;0;0
335;;2000-02-17;No damage;UNKNOWN;Illinois;;;Large;0;
336;Airplane;2000-02-17;Caused damage;SOUTHWEST AIRLINES;California;Approach;;;0;1200
337;Airplane;2000-02-17;Caused damage;ALASKA AIRLINES;California;Approach;;Medium;0;
338;Airplane;2000-02-17;No damage;BUSINESS;California;Approach;2000-02-17;Medium;0;900
339;Airplane;2000-02-17;No damage;CONTINENTAL AIRLINES;;Approach;2000-02-17;Medium;0;300
340;Airplane;2000-02-17;No damage;BUSINESS;California;Climb;2000-02-17;Small;0;1600
341;Helicopter;2000-02-17;Caused damage;BUSINESS;Alabama;Approach;2000-02-17;;67;500
342;;2000-02-17;No damage;MILITARY;Washington;Climb;2000-12-11;Medium;0;
343;Airplane;2000-02-18;No damage;BUSINESS;California;Landing Roll;;;0;0
344;Airplane;2000-02-18;No damage;UNITED AIRLINES;California;Climb;;Medium;0;800
345;Airplane;2000-02-18;No damage;ATLAS AIR;;;;Medium;0;
346;Airplane;2000-02-18;Caused damage;AMERICAN EAGLE AIRLINES;Texas;Climb;;Medium;0;
347;Airplane;2000-02-18;No damage;US AIRWAYS*;Tennessee;Climb;2000-02-18;Small;0;800
348;Airplane;2000-02-18;No damage;ABX AIR;Tennessee;Approach;2000-02-18;;0;800
349;Airplane;2000-02-18;Caused damage;BUSINESS;New Jersey;Landing Roll;2000-02-18;Large;136309;0
350;Airplane;2000-02-19;No damage;BUSINESS;California;Take-off run;;Small;0;0
351;Airplane;2000-02-19;No damage;DELTA AIR LINES;Virginia;Approach;;;0;100
352;Airplane;2000-02-19;No damage;AIR CANADA;DC;Approach;;Medium;0;100
353;Airplane;2000-02-19;No damage;SOUTHWEST AIRLINES;Texas;Approach;;Medium;0;1000
354;Airplane;2000-02-19;No damage;NORTHWEST AIRLINES;;Landing Roll;;Medium;0;0
355;Airplane;2000-02-19;Caused damage;UNITED AIRLINES;;;;Medium;0;
356;Airplane;2000-02-19;Caused damage;SOUTHWEST AIRLINES;Illinois;Climb;;Medium;0;10
357;Airplane;2000-02-19;No damage;BUSINESS;Florida;Climb;2000-02-19;;0;200
358;Airplane;2000-02-19;No damage;UNITED AIRLINES;DC;Approach;2000-02-19;Medium;0;50
359;;2000-02-19;No damage;UNKNOWN;California;;2000-02-19;Large;0;
360;Airplane;2000-02-19;Caused damage;DELTA AIR LINES;Florida;Approach;2000-02-19;;0;125
361;Airplane;2000-02-19;No damage;SOUTHWEST AIRLINES;California;Approach;2000-02-20;;0;40
362;Airplane;2000-02-20;No damage;ATLANTIC COAST AIRLINES;DC;Approach;;Medium;0;800
363;Airplane;2000-02-20;No damage;AIRTRAN AIRWAYS;Georgia;Approach;;Large;0;1200
364;Airplane;2000-02-20;No damage;BUSINESS;Illinois;Approach;;;0;
365;Airplane;2000-02-20;Caused damage;US AIRWAYS*;Pennsylvania;Take-off run;2000-02-20;;0;0
366;Airplane;2000-02-21;No damage;AMERICA WEST AIRLINES;;;;Medium;0;
367;Airplane;2000-02-21;No damage;NORTHWEST AIRLINES;Ohio;Approach;;Medium;0;1200
368;Airplane;2000-02-21;No damage;UNITED AIRLINES;;Approach;;Medium;0;
369;;2000-02-21;No damage;UNKNOWN;Illinois;;;Medium;0;
370;Airplane;2000-02-21;Caused damage;US AIRWAYS*;North Carolina;Climb;;Medium;0;75
371;Airplane;2000-02-21;Caused damage;NORTHWEST AIRLINES;California;Take-off run;;;209660;0
372;Airplane;2000-02-21;Caused damage;AMERICAN EAGLE AIRLINES;California;Take-off run;;;0;0
373;Airplane;2000-02-21;Caused damage;UNITED AIRLINES;Illinois;Landing Roll;;Medium;0;0
374;Airplane;2000-02-21;Caused damage;UNITED AIRLINES;;Approach;;Medium;0;
375;Helicopter;2000-02-21;No damage;GOVERNMENT;Nebraska;En Route;2000-02-23;;0;1900
376;Airplane;2000-02-22;No damage;DELTA AIR LINES;New York;Take-off run;;Small;0;0
377;Airplane;2000-02-22;No damage;BUSINESS;Missouri;Climb;;;0;1800
378;Airplane;2000-02-22;No damage;UNITED AIRLINES;Illinois;Climb;;Medium;0;11000
379;Airplane;2000-02-22;No damage;NORTHWEST AIRLINES;Tennessee;Climb;;Medium;0;1500
380;Airplane;2000-02-22;No damage;UNITED AIRLINES;;;;Medium;0;
381;Airplane;2000-02-22;No damage;UNITED AIRLINES;;;;Medium;0;
382;;2000-02-22;No damage;UNKNOWN;California;;;;0;
383;Airplane;2000-02-22;No damage;MURRAY AVIATION;New York;Landing Roll;2000-02-22;Medium;0;0
384;;2000-02-22;No damage;UNKNOWN;Florida;;2000-02-22;Small;0;
385;;2000-02-22;No damage;UNKNOWN;California;;2000-02-22;Medium;0;
386;Airplane;2000-02-22;Caused damage;BUSINESS;Florida;En Route;2000-02-22;Large;11493;1500
387;Airplane;2000-02-22;Caused damage;US AIRWAYS*;Pennsylvania;Climb;2000-02-22;Large;3367644;1000
388;Airplane;2000-02-22;No damage;MILITARY;Oklahoma;Climb;2000-12-11;Medium;0;
389;Airplane;2000-02-22;No damage;AMERICAN AIRLINES;Texas;;2001-02-15;Large;0;0
390;Airplane;2000-02-23;No damage;AMERICA WEST AIRLINES;Arizona;Approach;;Small;0;500
391;Airplane;2000-02-23;No damage;AMERICAN AIRLINES;Texas;Take-off run;;Medium;0;0
392;Airplane;2000-02-23;No damage;UNITED AIRLINES;Illinois;Descent;;Medium;0;5000
393;Airplane;2000-02-23;No damage;AIR WISCONSIN AIRLINES;Colorado;Approach;;Medium;0;
394;Airplane;2000-02-23;Caused damage;BUSINESS;Arizona;En Route;;Medium;6014;6000
395;Airplane;2000-02-23;Caused damage;BUSINESS;South Carolina;Climb;2000-02-23;Small;0;500
396;;2000-02-23;No damage;UNKNOWN;Kentucky;;2000-02-24;Small;0;
397;Airplane;2000-02-23;Caused damage;BUSINESS;Virginia;En Route;2000-03-02;Medium;2673;2500
398;Airplane;2000-02-23;No damage;MILITARY;Florida;Approach;2002-01-14;Medium;0;300
399;Airplane;2000-02-23;No damage;MILITARY;Florida;Approach;2002-01-15;Large;0;300
400;Airplane;2000-02-24;No damage;UNITED AIRLINES;Colorado;Landing Roll;;Medium;0;0
401;Airplane;2000-02-24;No damage;UNITED AIRLINES;South Dakota;Climb;;Medium;0;
402;Airplane;2000-02-24;Caused damage;UNITED AIRLINES;California;Take-off run;;Small;0;0
403;Airplane;2000-02-24;No damage;US AIRWAYS*;Pennsylvania;Approach;2000-02-24;;0;700
404;;2000-02-24;No damage;UNKNOWN;Arizona;;2000-02-24;Small;0;
405;;2000-02-24;No damage;UNKNOWN;Arizona;;2000-02-24;Small;0;
406;;2000-02-24;No damage;UNKNOWN;Arizona;;2000-02-24;Small;0;
407;;2000-02-24;No damage;UNKNOWN;Arizona;;2000-02-24;Small;0;
408;Airplane;2000-02-24;Caused damage;BUSINESS;Missouri;Landing Roll;2000-02-24;Large;196446;0
409;Airplane;2000-02-24;Caused damage;DELTA AIR LINES;North Carolina;Approach;2000-02-24;Large;0;2300
410;;2000-02-24;No damage;MILITARY;Alabama;Climb;2001-02-01;Small;0;5
411;Airplane;2000-02-24;No damage;MILITARY;Colorado;Approach;2002-01-15;Small;0;
412;Airplane;2000-02-24;No damage;MILITARY;Colorado;Approach;2002-01-23;Medium;0;
413;Airplane;2000-02-24;No damage;MILITARY;Louisiana;Approach;2002-02-12;Medium;0;2000
414;Airplane;2000-02-25;No damage;ISLAND AIR;Hawaii;Take-off run;;Small;0;0
415;Airplane;2000-02-25;No damage;AMERICA WEST AIRLINES;Utah;Take-off run;;Small;0;0
416;Airplane;2000-02-25;No damage;UNITED AIRLINES;Illinois;Climb;;Medium;0;5000
417;Airplane;2000-02-25;No damage;AMERICAN EAGLE AIRLINES;Arkansas;Approach;;Small;0;
418;Airplane;2000-02-25;No damage;TRANS WORLD AIRLINES;Texas;Landing Roll;;Medium;0;0
419;Airplane;2000-02-25;No damage;NORTHWEST AIRLINES;Florida;Climb;;Medium;0;8000
420;Airplane;2000-02-25;No damage;UNITED AIRLINES;;;;Medium;0;5000
421;Airplane;2000-02-25;No damage;UNITED AIRLINES;;;;Medium;0;
422;Airplane;2000-02-25;No damage;AMERICAN EAGLE AIRLINES;Texas;Climb;2000-02-25;Medium;0;50
423;Airplane;2000-02-25;No damage;AMERICAN EAGLE AIRLINES;Arkansas;Climb;2000-02-25;Small;0;50
424;Airplane;2000-02-25;No damage;US AIRWAYS*;Pennsylvania;Approach;2000-02-25;;0;500
425;Airplane;2000-02-25;No damage;AMERICAN AIRLINES;Texas;Landing Roll;2000-02-25;Small;0;0
426;Airplane;2000-02-25;Caused damage;TRANS WORLD AIRLINES;South Dakota;Approach;2000-02-27;;40091;2970
427;Airplane;2000-02-26;No damage;AMERICAN AIRLINES;Florida;Take-off run;;;0;0
428;Airplane;2000-02-26;No damage;SOUTHWEST AIRLINES;California;Climb;;Medium;0;4000
429;Airplane;2000-02-26;No damage;AMERICAN AIRLINES;New York;Landing Roll;;Medium;0;0
430;Airplane;2000-02-26;No damage;AMERICAN AIRLINES;Texas;Landing Roll;;Medium;0;0
431;Airplane;2000-02-26;No damage;UNITED AIRLINES;Colorado;Take-off run;;Medium;0;0
432;Airplane;2000-02-26;No damage;DELTA AIR LINES;Kentucky;Climb;;Small;0;100
433;Airplane;2000-02-26;No damage;BUSINESS;DC;Approach;;;0;400
434;Airplane;2000-02-26;No damage;UNITED AIRLINES;;;;Medium;0;
435;Airplane;2000-02-26;No damage;SOUTHWEST AIRLINES;California;Approach;;Medium;0;
436;Airplane;2000-02-26;Caused damage;BREEZE;Ohio;Landing Roll;;Large;0;0
437;Airplane;2000-02-26;Caused damage;BUSINESS;Florida;Climb;;Large;0;1600
438;Airplane;2000-02-26;Caused damage;ALASKA AIRLINES;Alaska;Landing Roll;2000-02-26;Large;0;0
439;Airplane;2000-02-26;No damage;AMERICAN AIRLINES;New York;Take-off run;2000-02-27;Small;0;0
440;Airplane;2000-02-26;No damage;FEDEX EXPRESS;Tennessee;Approach;2000-03-01;Small;0;500
441;Airplane;2000-02-27;No damage;US AIRWAYS*;Pennsylvania;Take-off run;;;0;0
442;Airplane;2000-02-27;No damage;UNITED AIRLINES;Colorado;Take-off run;;Medium;0;0
443;Airplane;2000-02-27;No damage;UNITED AIRLINES;Colorado;Take-off run;;Medium;0;0
444;Airplane;2000-02-27;Caused damage;AMERICAN EAGLE AIRLINES;California;Climb;;;0;2000
445;Airplane;2000-02-28;No damage;UNITED AIRLINES;Illinois;Take-off run;;Small;0;0
446;Airplane;2000-02-28;No damage;UNITED AIRLINES;;;;Medium;0;
447;Airplane;2000-02-28;Caused damage;BUSINESS;Missouri;En Route;;Medium;0;5000
448;Airplane;2000-02-28;Caused damage;AMERICAN EAGLE AIRLINES;Texas;Approach;;Small;0;2000
449;Airplane;2000-02-28;No damage;AMERICAN EAGLE AIRLINES;California;Take-off run;2000-02-28;Small;0;0
450;Airplane;2000-02-28;No damage;US AIRWAYS*;Pennsylvania;Landing Roll;2000-02-28;;0;0
451;Airplane;2000-02-28;Caused damage;BUSINESS;New Jersey;Climb;2000-02-28;;0;50
452;Airplane;2000-02-28;Caused damage;BUSINESS;Michigan;Landing Roll;2000-02-28;Large;412;0
453;Airplane;2000-02-28;Caused damage;BUSINESS;Minnesota;Approach;2000-02-28;Large;0;2300
454;;2000-02-28;No damage;UNKNOWN;DC;;2000-03-02;Medium;0;
455;Airplane;2000-02-29;No damage;ABX AIR;;En Route;;Medium;0;
456;Airplane;2000-02-29;No damage;AMERICAN AIRLINES;Louisiana;Landing Roll;;Large;0;0
457;Airplane;2000-02-29;No damage;UNITED AIRLINES;Washington;Approach;;Medium;0;500
458;Airplane;2000-02-29;No damage;AMERICAN AIRLINES;California;Approach;;Medium;0;1000
459;Airplane;2000-02-29;No damage;OMNI AIR INTL;California;Take-off run;;Large;0;0
460;Airplane;2000-02-29;No damage;CENTRAL AIR SOUTHWEST;Missouri;Descent;;Large;0;3300
461;Airplane;2000-02-29;No damage;DELTA AIR LINES;DC;Climb;;Medium;0;1500
462;Airplane;2000-02-29;Caused damage;UNITED AIRLINES;California;Landing Roll;;Medium;0;0
463;Airplane;2000-02-29;No damage;AIR TRANSAT;Florida;Landing Roll;2000-02-29;Large;0;0
464;;2000-02-29;No damage;UNKNOWN;DC;;2000-02-29;Large;0;
465;Airplane;2000-02-29;No damage;BUSINESS EXPRESS;Maine;Take-off run;2000-03-02;Small;0;0
466;Airplane;2000-02-29;Caused damage;BUSINESS;Minnesota;Climb;2000-03-02;;0;15
467;Airplane;2000-02-29;No damage;MILITARY;Missouri;Approach;2001-07-17;Large;0;1000
468;Airplane;2000-02-29;No damage;MILITARY;Texas;Take-off run;2002-01-15;Small;21;0
469;Airplane;2000-02-29;No damage;MILITARY;Louisiana;Approach;2002-02-12;Medium;0;
470;Airplane;2000-03-01;No damage;UNITED AIRLINES;Illinois;Landing Roll;;Medium;0;0
471;Airplane;2000-03-01;No damage;NORTHWEST AIRLINES;Colorado;Climb;;Small;0;200
472;Airplane;2000-03-01;No damage;UNITED AIRLINES;Florida;Approach;;Medium;0;
473;Airplane;2000-03-01;No damage;UNITED AIRLINES;;;;Medium;0;
474;;2000-03-01;No damage;UNKNOWN;Illinois;;;Medium;0;
475;Airplane;2000-03-01;Caused damage;UNKNOWN;Florida;Take-off run;;;0;0
476;Airplane;2000-03-01;Caused damage;UNKNOWN;Florida;Take-off run;;Medium;0;0
477;;2000-03-01;No damage;UNKNOWN;DC;;2000-03-02;Medium;0;
478;Airplane;2000-03-01;No damage;MILITARY;Rhode Island;Landing Roll;2000-05-23;;0;0
479;Airplane;2000-03-01;Caused damage;SINGAPORE AIRLINES;;;2000-07-03;Medium;0;
480;Airplane;2000-03-02;No damage;AIR JAMAICA;New York;Take-off run;;Small;0;0
481;Airplane;2000-03-02;No damage;PRIVATELY OWNED;Minnesota;Climb;;Medium;0;75
482;Airplane;2000-03-02;No damage;EXECUTIVE JET AVIATION;New Jersey;Approach;2000-03-02;;13417;800
483;Airplane;2000-03-02;No damage;COMAIR AIRLINES;Pennsylvania;Approach;2000-03-02;;0;1000
484;Airplane;2000-03-02;Caused damage;BUSINESS;Minnesota;Descent;2000-03-03;Large;526529;3000
485;Airplane;2000-03-02;Caused damage;UNITED AIRLINES;Oregon;Climb;2000-05-02;Large;0;
486;Airplane;2000-03-02;No damage;MILITARY;Florida;Take-off run;2000-07-06;Medium;539026;0
487;Airplane;2000-03-03;No damage;BUSINESS;Colorado;Climb;;Small;0;30
488;Airplane;2000-03-03;No damage;NORTHWEST AIRLINES;Michigan;Take-off run;;Medium;0;0
489;Airplane;2000-03-03;No damage;UNITED AIRLINES;;;;Medium;0;
490;Airplane;2000-03-03;No damage;UNITED AIRLINES;Massachusetts;Approach;;Medium;0;
491;Airplane;2000-03-03;No damage;UNITED AIRLINES;California;Climb;;Medium;0;
492;Airplane;2000-03-04;No damage;UNITED AIRLINES;Arizona;Take-off run;;Medium;0;0
493;Airplane;2000-03-04;No damage;UNITED AIRLINES;;;;Medium;0;
494;Airplane;2000-03-04;No damage;MESABA AIRLINES;South Dakota;Climb;2000-03-04;Small;0;2000
495;Airplane;2000-03-05;No damage;AMERICA WEST AIRLINES;Arizona;Take-off run;;Small;0;0
496;Airplane;2000-03-05;No damage;HAWAIIAN AIR;Hawaii;Climb;;Small;0;10
497;Airplane;2000-03-05;No damage;ABX AIR;Alabama;Approach;;Small;0;30
